window,arm,station_m,n,cte_median,cte_q25,cte_q75,course_median_deg
25358,prod-kfix,21.0,10,0.09662,0.05758,0.13362,-0.6078
25358,prod-kfix,22.0,10,0.1096,0.07346,0.14364,-0.5287
25358,prod-kfix,23.0,10,0.10646,0.07243,0.14242,-0.4181
25358,prod-kfix,24.0,10,0.11242,0.08138,0.16069,-0.244
25358,prod-kfix,25.0,10,0.10317,0.0689,0.16687,-0.2701
25358,prod-kfix,26.0,10,0.1002,0.062,0.17956,-0.2246
25358,prod-kfix,27.0,10,0.09822,0.06363,0.1901,-0.0211
25358,prod-kfix,28.0,10,0.11084,0.07151,0.20365,-0.0964
25358,prod-kfix,29.0,10,0.11058,0.06349,0.19491,0.0167
25358,prod-kfix,30.0,10,0.12303,0.06486,0.19605,-0.0627
25358,prod-kfix,31.0,10,0.13127,0.05896,0.19404,-0.1682
25358,prod-kfix,32.0,10,0.14543,0.06215,0.20305,-0.3755
25358,prod-kfix,33.0,10,0.14624,0.0565,0.20422,-0.2406
25358,prod-kfix,34.0,10,0.15068,0.0598,0.21164,-0.4408
25358,prod-kfix,35.0,10,0.14629,0.05857,0.21181,-0.3576
25358,prod-kfix,36.0,10,0.14414,0.06525,0.21063,-0.385
25358,prod-kfix,37.0,10,0.14925,0.07165,0.2098,0.0375
25358,prod-kfix,38.0,10,0.14935,0.07531,0.20155,0.1553
25358,prod-kfix,39.0,10,0.151,0.07467,0.19471,0.4037
25358,prod-kfix,40.0,10,0.14036,0.05593,0.17306,0.5208
25358,prod-kfix,41.0,10,0.13737,0.06658,0.16113,0.7574
25358,prod-kfix,42.0,10,0.11891,0.06552,0.14377,0.7308
25358,prod-kfix,43.0,10,0.12239,0.07633,0.14255,0.7393
25358,prod-kfix,44.0,10,0.10791,0.06875,0.13434,0.5883
25358,prod-kfix,45.0,10,0.11221,0.06454,0.14708,0.575
25358,prod-kfix,46.0,10,0.10691,0.04777,0.1243,0.4686
25358,prod-kfix,47.0,10,0.09675,0.04384,0.11662,0.2121
25358,prod-kfix,48.0,10,0.0852,0.02077,0.09738,-0.0368
25358,prod-kfix,49.0,10,0.08599,0.01138,0.10827,0.0075
25358,prod-kfix,50.0,10,0.06852,-0.00534,0.11259,0.1388
25358,prod-kfix,51.0,10,0.0638,-0.01067,0.13091,0.184
25358,prod-kfix,52.0,10,0.052,-0.01895,0.13591,0.1178
25358,prod-kfix,53.0,10,0.05852,-0.0015,0.15163,-0.2576
25358,prod-kfix,54.0,10,0.06519,0.00129,0.1474,-0.4097
25358,prod-kfix,55.0,10,0.08746,0.01789,0.13673,-0.5466
25358,prod-kfix,56.0,10,0.09067,0.02762,0.13877,-0.3465
25358,prod-kfix,57.0,10,0.09252,0.0453,0.14912,-0.4459
25358,prod-kfix,58.0,10,0.10224,0.0476,0.14158,-0.2458
25358,prod-kfix,59.0,10,0.11028,0.0532,0.1331,-0.0894
25358,prod-kfix,60.0,10,0.10289,0.05749,0.13106,0.155
25358,prod-kfix,61.0,10,0.09301,0.06756,0.1251,0.0229
25358,prod-kfix,62.0,10,0.09318,0.07405,0.12117,0.1649
25358,prod-kfix,63.0,10,0.08797,0.06774,0.1069,-0.0937
25358,prod-kfix,64.0,10,0.09605,0.07389,0.10188,0.0227
25358,prod-kfix,65.0,10,0.08181,0.06711,0.0938,0.0776
25358,prod-kfix,66.0,10,0.08684,0.06887,0.09961,0.3511
25358,prod-kfix,67.0,10,0.0732,0.05299,0.10669,0.2986
25358,prod-kfix,68.0,10,0.07565,0.04828,0.12967,0.2043
25358,prod-kfix,69.0,10,0.06737,0.0359,0.13752,-0.175
25358,prod-kfix,70.0,10,0.07921,0.04101,0.15573,-0.317
25358,prod-kfix,71.0,10,0.08062,0.03298,0.15443,-0.3021
25358,prod-kfix,72.0,10,0.09882,0.047,0.16547,-0.2868
25358,prod-kfix,73.0,10,0.10416,0.05164,0.15992,-0.1073
25358,prod-kfix,74.0,10,0.12824,0.06891,0.16413,-0.0891
25358,prod-kfix,75.0,10,0.13829,0.07271,0.15405,0.1693
25358,prod-kfix,76.0,10,0.14985,0.08794,0.16716,0.0908
25358,prod-kfix,77.0,10,0.14172,0.08714,0.16525,0.2649
25358,prod-kfix,78.0,10,0.14062,0.09204,0.16432,0.3461
25358,prod-kfix,79.0,10,0.12917,0.08222,0.14557,0.3561
25358,prod-kfix,80.0,10,0.11875,0.063,0.13763,0.0331
25358,prod-kfix,81.0,10,0.11586,0.04135,0.13774,0.0712
25358,prod-kfix,82.0,10,0.11757,0.02573,0.14797,-0.0974
25358,prod-kfix,83.0,10,0.11641,0.00096,0.15055,-0.0695
25358,prod-kfix,84.0,10,0.11292,0.0027,0.17266,-0.1745
25358,prod-kfix,85.0,10,0.11649,-0.00129,0.19514,0.0594
25358,prod-kfix,86.0,10,0.11203,-0.01272,0.19296,-0.0387
25358,prod-kfix,87.0,10,0.11324,-0.01454,0.19175,0.2634
25358,prod-kfix,88.0,10,0.10205,-0.01973,0.18673,-0.0561
25358,prod-kfix,89.0,10,0.09858,-0.01224,0.19004,0.3174
25358,prod-kfix,90.0,10,0.08515,-0.01246,0.18455,0.2564
25358,prod-truth,10.0,10,0.00033,-0.00357,0.00476,-0.0689
25358,prod-truth,11.0,10,0.0017,-0.00682,0.00738,-0.303
25358,prod-truth,12.0,10,-0.00237,-0.0122,0.00443,-0.3674
25358,prod-truth,13.0,10,-0.00026,-0.01013,0.00836,-0.5426
25358,prod-truth,14.0,10,0.0099,0.00089,0.01772,-0.5272
25358,prod-truth,15.0,10,0.01516,0.00785,0.02226,-0.7253
25358,prod-truth,16.0,10,0.03278,0.02736,0.0389,-0.6568
25358,prod-truth,17.0,10,0.0397,0.03556,0.04435,-0.6832
25358,prod-truth,18.0,10,0.05752,0.05414,0.06074,-0.5375
25358,prod-truth,19.0,10,0.06093,0.05852,0.06256,-0.5968
25358,prod-truth,20.0,10,0.06821,0.06682,0.06923,-0.4136
25358,prod-truth,21.0,10,0.07784,0.0773,0.07908,-0.3616
25358,prod-truth,22.0,10,0.09076,0.09004,0.09091,-0.3169
25358,prod-truth,23.0,10,0.08644,0.08595,0.08728,-0.1371
25358,prod-truth,24.0,10,0.09436,0.09362,0.09569,0.0533
25358,prod-truth,25.0,10,0.08619,0.08519,0.08739,0.0133
25358,prod-truth,26.0,10,0.08499,0.08387,0.08597,0.0077
25358,prod-truth,27.0,10,0.08381,0.08265,0.08458,0.1232
25358,prod-truth,28.0,10,0.09187,0.09074,0.09246,-0.023
25358,prod-truth,29.0,10,0.0852,0.08421,0.08578,0.0616
25358,prod-truth,30.0,10,0.08797,0.08708,0.08819,0.0161
25358,prod-truth,31.0,10,0.08284,0.08216,0.08301,0.1066
25358,prod-truth,32.0,10,0.08676,0.0859,0.08684,-0.027
25358,prod-truth,33.0,10,0.08154,0.08118,0.08163,0.0785
25358,prod-truth,34.0,10,0.08496,0.08475,0.0851,-0.0983
25358,prod-truth,35.0,10,0.08292,0.08266,0.08302,0.0464
25358,prod-truth,36.0,10,0.08414,0.08378,0.08419,-0.1172
25358,prod-truth,37.0,10,0.08516,0.08502,0.08538,0.0276
25358,prod-truth,38.0,10,0.08351,0.08329,0.08377,-0.119
25358,prod-truth,39.0,10,0.08747,0.08744,0.0876,0.0189
25358,prod-truth,40.0,10,0.08278,0.08261,0.08304,-0.1081
25358,prod-truth,41.0,10,0.08936,0.08928,0.08948,0.015
25358,prod-truth,42.0,10,0.08276,0.08258,0.08288,-0.0794
25358,prod-truth,43.0,10,0.09072,0.0905,0.09086,0.0001
25358,prod-truth,44.0,10,0.08566,0.08397,0.08614,-0.0537
25358,prod-truth,45.0,10,0.09161,0.09142,0.09196,0.0262
25358,prod-truth,46.0,10,0.08615,0.086,0.08632,-0.0331
25358,prod-truth,47.0,10,0.09251,0.09233,0.09277,0.0098
25358,prod-truth,48.0,10,0.08572,0.08561,0.08588,-0.0109
25358,prod-truth,49.0,10,0.09282,0.09264,0.09301,-0.007
25358,prod-truth,50.0,10,0.08619,0.08593,0.08639,0.0113
25358,prod-truth,51.0,10,0.09275,0.0926,0.09286,-0.028
25358,prod-truth,52.0,10,0.08682,0.08666,0.08691,0.029
25358,prod-truth,53.0,10,0.09237,0.09233,0.09239,-0.0513
25358,prod-truth,54.0,10,0.08715,0.08711,0.08722,0.0466
25358,prod-truth,55.0,10,0.09169,0.09163,0.09191,-0.0728
25358,prod-truth,56.0,10,0.08721,0.08711,0.08731,0.0608
25358,prod-truth,57.0,10,0.09082,0.09079,0.09098,-0.0961
25358,prod-truth,58.0,10,0.08832,0.08815,0.0884,0.0619
25358,prod-truth,59.0,10,0.08972,0.08968,0.08988,-0.0921
25358,prod-truth,60.0,10,0.08963,0.08942,0.08967,0.0561
25358,prod-truth,61.0,10,0.08844,0.08832,0.08871,-0.0877
25358,prod-truth,62.0,10,0.09074,0.09051,0.09078,0.0538
25358,prod-truth,63.0,10,0.08701,0.0868,0.08736,-0.0823
25358,prod-truth,64.0,10,0.0915,0.09137,0.09165,0.0521
25358,prod-truth,65.0,10,0.08535,0.08503,0.08561,-0.0754
25358,prod-truth,66.0,10,0.0921,0.09202,0.09229,0.0384
25358,prod-truth,67.0,10,0.08506,0.08498,0.08522,-0.0506
25358,prod-truth,68.0,10,0.09256,0.09245,0.09267,0.0155
25358,prod-truth,69.0,10,0.08534,0.08524,0.08546,-0.0148
25358,prod-truth,70.0,10,0.0927,0.09258,0.09283,-0.002
25358,prod-truth,71.0,10,0.08534,0.08525,0.08545,0.0176
25358,prod-truth,72.0,10,0.09254,0.09251,0.09267,-0.0242
25358,prod-truth,73.0,10,0.08515,0.08511,0.08522,0.0521
25358,prod-truth,74.0,10,0.09226,0.09217,0.09234,-0.0446
25358,prod-truth,75.0,10,0.08578,0.08534,0.08596,0.0798
25358,prod-truth,76.0,10,0.0917,0.09144,0.09175,-0.0254
25358,prod-truth,77.0,10,0.08745,0.08707,0.08768,0.1341
25358,prod-truth,78.0,10,0.09042,0.09018,0.09047,0.0905
25358,prod-truth,79.0,10,0.08789,0.08763,0.08812,0.1403
25358,prod-truth,80.0,10,0.08163,0.08147,0.08183,-0.0063
25358,prod-truth,81.0,10,0.08136,0.08121,0.08155,0.1639
25358,prod-truth,82.0,10,0.08476,0.08456,0.08483,0.0168
25358,prod-truth,83.0,10,0.08473,0.0846,0.08504,0.0811
25358,prod-truth,84.0,10,0.08017,0.07997,0.08022,0.0085
25358,prod-truth,85.0,10,0.08257,0.08218,0.08274,0.1353
25358,prod-truth,86.0,10,0.07806,0.07795,0.07817,-0.0186
25358,prod-truth,87.0,10,0.081,0.07988,0.08219,0.0599
25358,prod-truth,88.0,10,0.07798,0.07769,0.07866,-0.0707
25358,prod-truth,89.0,10,0.08143,0.08116,0.08297,0.0249
25358,prod-truth,90.0,10,0.07826,0.07805,0.07859,-0.106
25358,slipack-k0,10.0,10,0.00406,-0.08662,0.05853,-0.127
25358,slipack-k0,11.0,10,-0.00229,-0.09239,0.0609,-0.5227
25358,slipack-k0,12.0,10,-0.01094,-0.10185,0.04617,-0.5103
25358,slipack-k0,13.0,10,-0.01361,-0.10325,0.0418,-0.6078
25358,slipack-k0,14.0,10,-0.02505,-0.09216,0.04849,-0.4735
25358,slipack-k0,15.0,10,-0.04385,-0.08149,0.043,-0.6262
25358,slipack-k0,16.0,10,-0.03375,-0.06205,0.05381,-0.4069
25358,slipack-k0,17.0,10,-0.0336,-0.04739,0.04696,-0.3728
25358,slipack-k0,18.0,10,-0.01538,-0.02696,0.05621,-0.3178
25358,slipack-k0,19.0,10,-0.0058,-0.02207,0.05608,-0.6156
25358,slipack-k0,20.0,10,0.0061,-0.01237,0.06402,-0.4506
25358,slipack-k0,21.0,10,0.02008,0.00238,0.06656,-0.4596
25358,slipack-k0,22.0,10,0.04363,0.01891,0.0714,-0.6451
25358,slipack-k0,23.0,10,0.04645,0.0174,0.06519,-0.7665
25358,slipack-k0,24.0,10,0.05834,0.0316,0.09074,-0.5594
25358,slipack-k0,25.0,10,0.05643,0.0241,0.10559,-0.5388
25358,slipack-k0,26.0,10,0.05748,0.02777,0.12833,-0.5233
25358,slipack-k0,27.0,10,0.06077,0.02832,0.14802,-0.3208
25358,slipack-k0,28.0,10,0.07863,0.03686,0.16691,-0.3063
25358,slipack-k0,29.0,10,0.08352,0.03205,0.15961,-0.2163
25358,slipack-k0,30.0,10,0.10274,0.03974,0.16497,-0.3383
25358,slipack-k0,31.0,10,0.11297,0.04299,0.1717,-0.3822
25358,slipack-k0,32.0,10,0.13085,0.05153,0.1863,-0.542
25358,slipack-k0,33.0,10,0.1398,0.05011,0.19544,-0.3811
25358,slipack-k0,34.0,10,0.14397,0.05567,0.20848,-0.3702
25358,slipack-k0,35.0,10,0.13697,0.05602,0.21052,-0.3106
25358,slipack-k0,36.0,10,0.14092,0.0566,0.2109,-0.3364
25358,slipack-k0,37.0,10,0.14668,0.06328,0.21002,0.095
25358,slipack-k0,38.0,10,0.14528,0.0704,0.19906,0.1763
25358,slipack-k0,39.0,10,0.14357,0.06418,0.18776,0.5789
25358,slipack-k0,40.0,10,0.13097,0.05995,0.16433,0.7525
25358,slipack-k0,41.0,10,0.12583,0.07019,0.15542,0.8196
25358,slipack-k0,42.0,10,0.11119,0.06568,0.13881,0.5318
25358,slipack-k0,43.0,10,0.11655,0.07626,0.141,0.6314
25358,slipack-k0,44.0,10,0.1009,0.06355,0.13857,0.3487
25358,slipack-k0,45.0,10,0.11475,0.06295,0.1456,0.352
25358,slipack-k0,46.0,10,0.10339,0.05213,0.12814,0.2579
25358,slipack-k0,47.0,10,0.1021,0.04883,0.12216,-0.1659
25358,slipack-k0,48.0,10,0.09753,0.02644,0.10563,0.0169
25358,slipack-k0,49.0,10,0.09597,0.01979,0.12315,0.2623
25358,slipack-k0,50.0,10,0.07826,0.00287,0.1317,0.3126
25358,slipack-k0,51.0,10,0.07457,-0.00019,0.15209,0.1846
25358,slipack-k0,52.0,10,0.0639,-0.00619,0.14584,-0.0689
25358,slipack-k0,53.0,10,0.07307,0.01331,0.15029,-0.2594
25358,slipack-k0,54.0,10,0.08401,0.02627,0.14282,-0.4266
25358,slipack-k0,55.0,10,0.10367,0.04548,0.14553,-0.5605
25358,slipack-k0,56.0,10,0.09942,0.05375,0.15377,-0.2676
25358,slipack-k0,57.0,10,0.10699,0.06257,0.15346,-0.3039
25358,slipack-k0,58.0,10,0.10968,0.06276,0.14342,0.0694
25358,slipack-k0,59.0,10,0.10473,0.06348,0.14169,-0.0181
25358,slipack-k0,60.0,10,0.09591,0.0693,0.13563,0.2665
25358,slipack-k0,61.0,10,0.09301,0.07061,0.12381,-0.0652
25358,slipack-k0,62.0,10,0.09632,0.07688,0.11462,-0.0568
25358,slipack-k0,63.0,10,0.09388,0.08324,0.1011,-0.0647
25358,slipack-k0,64.0,10,0.09778,0.08479,0.10163,0.1252
25358,slipack-k0,65.0,10,0.08444,0.07982,0.10007,-0.0419
25358,slipack-k0,66.0,10,0.08593,0.07607,0.11716,0.1849
25358,slipack-k0,67.0,10,0.07351,0.05739,0.11963,0.2426
25358,slipack-k0,68.0,10,0.07714,0.0515,0.13667,-0.0108
25358,slipack-k0,69.0,10,0.07124,0.03894,0.1405,-0.3112
25358,slipack-k0,70.0,10,0.08715,0.04947,0.1597,-0.3634
25358,slipack-k0,71.0,10,0.09334,0.05286,0.15773,-0.3116
25358,slipack-k0,72.0,10,0.11542,0.071,0.1674,-0.3219
25358,slipack-k0,73.0,10,0.12641,0.07469,0.1602,-0.0499
25358,slipack-k0,74.0,10,0.14846,0.09186,0.16432,0.0166
25358,slipack-k0,75.0,10,0.14433,0.09423,0.16362,0.1563
25358,slipack-k0,76.0,10,0.15014,0.10676,0.17682,0.0155
25358,slipack-k0,77.0,10,0.14091,0.10117,0.16536,0.3707
25358,slipack-k0,78.0,10,0.14129,0.10057,0.15949,0.472
25358,slipack-k0,79.0,10,0.12984,0.08341,0.14643,0.3402
25358,slipack-k0,80.0,10,0.12169,0.05989,0.14338,0.0452
25358,slipack-k0,81.0,10,0.12218,0.03499,0.14719,-0.0925
25358,slipack-k0,82.0,10,0.12817,0.0181,0.16107,-0.2449
25358,slipack-k0,83.0,10,0.13037,0.01695,0.17339,-0.2026
25358,slipack-k0,84.0,10,0.1302,0.0216,0.19882,-0.2981
25358,slipack-k0,85.0,10,0.13529,0.01148,0.20009,-0.0097
25358,slipack-k0,86.0,10,0.13143,0.00295,0.19946,0.0112
25358,slipack-k0,87.0,10,0.13131,0.00346,0.19986,0.1015
25358,slipack-k0,88.0,10,0.1172,0.00172,0.19673,0.2519
25358,slipack-k0,89.0,10,0.10993,0.01084,0.20161,0.4129
25358,slipack-k0,90.0,10,0.094,0.01246,0.19805,0.2887
25358,slipack-kfix,10.0,10,0.00082,-0.08738,0.06077,-0.121
25358,slipack-kfix,11.0,10,-0.00692,-0.09374,0.05837,-0.508
25358,slipack-kfix,12.0,10,-0.01685,-0.10397,0.0428,-0.5088
25358,slipack-kfix,13.0,10,-0.02106,-0.10644,0.03991,-0.5508
25358,slipack-kfix,14.0,10,-0.03578,-0.0969,0.04834,-0.4528
25358,slipack-kfix,15.0,10,-0.05398,-0.08456,0.04035,-0.5163
25358,slipack-kfix,16.0,10,-0.04738,-0.05989,0.04695,-0.1892
25358,slipack-kfix,17.0,10,-0.04156,-0.05262,0.03433,-0.0743
25358,slipack-kfix,18.0,10,-0.02125,-0.04236,0.03612,0.0485
25358,slipack-kfix,19.0,10,-0.02037,-0.0445,0.02732,-0.2212
25358,slipack-kfix,20.0,10,-0.01681,-0.0402,0.02985,-0.0009
25358,slipack-kfix,21.0,10,-0.01233,-0.0337,0.02815,0.0198
25358,slipack-kfix,22.0,10,-0.00427,-0.02703,0.0274,-0.0482
25358,slipack-kfix,23.0,10,-0.00908,-0.03569,0.01663,-0.2633
25358,slipack-kfix,24.0,10,-0.00571,-0.0279,0.03317,-0.272
25358,slipack-kfix,25.0,10,-0.01156,-0.04153,0.03963,-0.2396
25358,slipack-kfix,26.0,10,-0.0161,-0.04167,0.05654,-0.2144
25358,slipack-kfix,27.0,10,-0.01612,-0.04429,0.07138,-0.1236
25358,slipack-kfix,28.0,10,-0.00262,-0.04002,0.08927,-0.1465
25358,slipack-kfix,29.0,10,-0.00189,-0.0495,0.07703,-0.0593
25358,slipack-kfix,30.0,10,0.0147,-0.04594,0.07829,-0.0893
25358,slipack-kfix,31.0,10,0.02227,-0.04703,0.07944,-0.1474
25358,slipack-kfix,32.0,10,0.03805,-0.04365,0.09111,-0.3542
25358,slipack-kfix,33.0,10,0.04714,-0.04604,0.09712,-0.2764
25358,slipack-kfix,34.0,10,0.04802,-0.04308,0.10883,-0.2452
25358,slipack-kfix,35.0,10,0.03915,-0.04333,0.10926,-0.1291
25358,slipack-kfix,36.0,10,0.04363,-0.04349,0.11016,-0.2784
25358,slipack-kfix,37.0,10,0.04777,-0.03818,0.10791,0.1855
25358,slipack-kfix,38.0,10,0.04611,-0.0325,0.09708,0.2891
25358,slipack-kfix,39.0,10,0.04195,-0.04505,0.08324,0.6693
25358,slipack-kfix,40.0,10,0.02833,-0.04335,0.05794,0.8756
25358,slipack-kfix,41.0,10,0.01973,-0.03476,0.04566,0.9518
25358,slipack-kfix,42.0,10,0.00315,-0.04078,0.02726,0.6272
25358,slipack-kfix,43.0,10,0.00414,-0.03529,0.02978,0.8072
25358,slipack-kfix,44.0,10,-0.01167,-0.05278,0.02564,0.5023
25358,slipack-kfix,45.0,10,0.0026,-0.05522,0.03335,0.4403
25358,slipack-kfix,46.0,10,-0.01057,-0.06791,0.00962,0.3042
25358,slipack-kfix,47.0,10,-0.01617,-0.06851,0.00371,-0.1306
25358,slipack-kfix,48.0,10,-0.01899,-0.08513,-0.01458,-0.124
25358,slipack-kfix,49.0,10,-0.02059,-0.09417,0.00358,0.1802
25358,slipack-kfix,50.0,10,-0.03838,-0.11028,0.01266,0.3414
25358,slipack-kfix,51.0,10,-0.04104,-0.11249,0.03575,0.2523
25358,slipack-kfix,52.0,10,-0.05179,-0.11589,0.03793,0.0377
25358,slipack-kfix,53.0,10,-0.0415,-0.10266,0.03888,-0.346
25358,slipack-kfix,54.0,10,-0.02571,-0.09026,0.03248,-0.3583
25358,slipack-kfix,55.0,10,-0.00939,-0.06552,0.03741,-0.5255
25358,slipack-kfix,56.0,10,-0.01423,-0.0536,0.04131,-0.2791
25358,slipack-kfix,57.0,10,0.0011,-0.04611,0.04424,-0.2298
25358,slipack-kfix,58.0,10,7e-05,-0.05177,0.03451,0.0862
25358,slipack-kfix,59.0,10,-0.00702,-0.05577,0.0327,0.0773
25358,slipack-kfix,60.0,10,-0.01618,-0.04056,0.02394,0.271
25358,slipack-kfix,61.0,10,-0.01984,-0.04223,0.01845,-0.0152
25358,slipack-kfix,62.0,10,-0.02034,-0.03274,0.0078,-0.0375
25358,slipack-kfix,63.0,10,-0.02349,-0.03137,-0.00665,-0.1184
25358,slipack-kfix,64.0,10,-0.01747,-0.03209,-0.01249,0.0327
25358,slipack-kfix,65.0,10,-0.02564,-0.03832,-0.01291,0.0191
25358,slipack-kfix,66.0,10,-0.02255,-0.04283,0.00229,0.1359
25358,slipack-kfix,67.0,10,-0.03977,-0.06111,0.01076,0.2343
25358,slipack-kfix,68.0,10,-0.03849,-0.06624,0.02926,0.0125
25358,slipack-kfix,69.0,10,-0.04546,-0.08102,0.03212,-0.3402
25358,slipack-kfix,70.0,10,-0.03105,-0.07068,0.04709,-0.3833
25358,slipack-kfix,71.0,10,-0.02454,-0.0706,0.04501,-0.3717
25358,slipack-kfix,72.0,10,-0.00145,-0.05008,0.05458,-0.3389
25358,slipack-kfix,73.0,10,0.01104,-0.04416,0.04692,-0.088
25358,slipack-kfix,74.0,10,0.03575,-0.02515,0.0507,0.0208
25358,slipack-kfix,75.0,10,0.03215,-0.02059,0.04982,0.2327
25358,slipack-kfix,76.0,10,0.03454,-0.00569,0.0618,0.0368
25358,slipack-kfix,77.0,10,0.02387,-0.0087,0.04796,0.2932
25358,slipack-kfix,78.0,10,0.02345,-0.0083,0.04012,0.4489
25358,slipack-kfix,79.0,10,0.01074,-0.02463,0.02875,0.3389
25358,slipack-kfix,80.0,10,0.00308,-0.04948,0.02499,0.0961
25358,slipack-kfix,81.0,10,0.00166,-0.07454,0.0286,-0.079
25358,slipack-kfix,82.0,10,0.00907,-0.0959,0.04103,-0.3098
25358,slipack-kfix,83.0,10,0.00959,-0.10148,0.05034,-0.1637
25358,slipack-kfix,84.0,10,0.01247,-0.0978,0.07821,-0.3211
25358,slipack-kfix,85.0,10,0.01686,-0.10691,0.08281,-0.0567
25358,slipack-kfix,86.0,10,0.0169,-0.1166,0.08006,-0.0531
25358,slipack-kfix,87.0,10,0.01717,-0.11515,0.08322,0.0276
25358,slipack-kfix,88.0,10,0.00506,-0.11658,0.07972,0.166
25358,slipack-kfix,89.0,10,-0.0018,-0.10577,0.0862,0.3777
25358,slipack-kfix,90.0,10,-0.01798,-0.10214,0.08421,0.2572
25358,slipack-truth,10.0,10,-0.00204,-0.00311,0.00044,-0.0447
25358,slipack-truth,11.0,10,-0.00221,-0.00517,-0.00064,-0.229
25358,slipack-truth,12.0,10,-0.00817,-0.01164,-0.00601,-0.2011
25358,slipack-truth,13.0,10,-0.01115,-0.01385,-0.0087,-0.1799
25358,slipack-truth,14.0,10,-0.00813,-0.01026,-0.0058,0.0166
25358,slipack-truth,15.0,10,-0.01274,-0.01408,-0.01087,-0.051
25358,slipack-truth,16.0,10,-0.00915,-0.01014,-0.00793,0.113
25358,slipack-truth,17.0,10,-0.01527,-0.01602,-0.0148,0.0915
25358,slipack-truth,18.0,10,-0.01044,-0.01077,-0.01018,0.1947
25358,slipack-truth,19.0,10,-0.02104,-0.02121,-0.02094,0.0312
25358,slipack-truth,20.0,10,-0.02347,-0.02356,-0.02343,0.1009
25358,slipack-truth,21.0,10,-0.02115,-0.0213,-0.02103,0.0374
25358,slipack-truth,22.0,10,-0.01439,-0.01447,-0.0143,-0.0276
25358,slipack-truth,23.0,10,-0.02228,-0.0224,-0.02223,0.05
25358,slipack-truth,24.0,10,-0.01719,-0.01726,-0.01701,0.144
25358,slipack-truth,25.0,10,-0.02644,-0.0266,-0.02633,0.0354
25358,slipack-truth,26.0,10,-0.02768,-0.02789,-0.02758,-0.014
25358,slipack-truth,27.0,10,-0.02788,-0.02807,-0.02774,0.0558
25358,slipack-truth,28.0,10,-0.01882,-0.01896,-0.01871,-0.094
25358,slipack-truth,29.0,10,-0.02492,-0.02497,-0.02487,-0.0104
25358,slipack-truth,30.0,10,-0.02001,-0.02018,-0.01986,-0.0562
25358,slipack-truth,31.0,10,-0.02294,-0.02295,-0.02287,0.085
25358,slipack-truth,32.0,10,-0.02118,-0.02142,-0.02105,-0.0717
25358,slipack-truth,33.0,10,-0.02327,-0.02342,-0.02149,0.0299
25358,slipack-truth,34.0,10,-0.01891,-0.02106,-0.01878,-0.1254
25358,slipack-truth,35.0,10,-0.02149,-0.02158,-0.02143,0.0322
25358,slipack-truth,36.0,10,-0.01881,-0.01889,-0.01875,-0.1258
25358,slipack-truth,37.0,10,-0.01897,-0.01904,-0.01883,0.0363
25358,slipack-truth,38.0,10,-0.01946,-0.01952,-0.01935,-0.1026
25358,slipack-truth,39.0,10,-0.01715,-0.0173,-0.01707,0.0462
25358,slipack-truth,40.0,10,-0.02075,-0.02089,-0.02068,-0.0895
25358,slipack-truth,41.0,10,-0.01608,-0.01624,-0.01601,0.0526
25358,slipack-truth,42.0,10,-0.02259,-0.02271,-0.02253,-0.0782
25358,slipack-truth,43.0,10,-0.01559,-0.01563,-0.01546,0.0404
25358,slipack-truth,44.0,10,-0.02271,-0.02273,-0.02255,-0.0376
25358,slipack-truth,45.0,10,-0.01535,-0.01538,-0.01522,0.0135
25358,slipack-truth,46.0,10,-0.02261,-0.02264,-0.0225,0.0008
25358,slipack-truth,47.0,10,-0.0153,-0.01535,-0.01523,-0.0102
25358,slipack-truth,48.0,10,-0.02272,-0.02278,-0.02263,0.0312
25358,slipack-truth,49.0,10,-0.01549,-0.01558,-0.01542,-0.0297
25358,slipack-truth,50.0,10,-0.02295,-0.02304,-0.02287,0.0588
25358,slipack-truth,51.0,10,-0.01593,-0.01599,-0.01585,-0.0527
25358,slipack-truth,52.0,10,-0.02139,-0.02148,-0.02124,0.0779
25358,slipack-truth,53.0,10,-0.01657,-0.01659,-0.01647,-0.0596
25358,slipack-truth,54.0,10,-0.01976,-0.01985,-0.01957,0.0873
25358,slipack-truth,55.0,10,-0.01732,-0.01741,-0.01725,-0.0616
25358,slipack-truth,56.0,10,-0.01831,-0.01841,-0.01823,0.0895
25358,slipack-truth,57.0,10,-0.01839,-0.01847,-0.01831,-0.0624
25358,slipack-truth,58.0,10,-0.0171,-0.01716,-0.01704,0.0921
25358,slipack-truth,59.0,10,-0.01966,-0.01975,-0.0196,-0.0653
25358,slipack-truth,60.0,10,-0.01624,-0.01842,-0.01609,0.0866
25358,slipack-truth,61.0,10,-0.02004,-0.02013,-0.01826,-0.0594
25358,slipack-truth,62.0,10,-0.01568,-0.01791,-0.01537,0.0683
25358,slipack-truth,63.0,10,-0.01996,-0.02013,-0.01873,-0.0456
25358,slipack-truth,64.0,10,-0.01689,-0.01697,-0.01568,0.0568
25358,slipack-truth,65.0,10,-0.02007,-0.02038,-0.01991,-0.0787
25358,slipack-truth,66.0,10,-0.01612,-0.01622,-0.0161,0.054
25358,slipack-truth,67.0,10,-0.02143,-0.02165,-0.02134,-0.0782
25358,slipack-truth,68.0,10,-0.01558,-0.01562,-0.01551,0.051
25358,slipack-truth,69.0,10,-0.02264,-0.02269,-0.02256,-0.0642
