judge,arm,scope,n,value,delta,lo,hi,halfwidth
minADE1,cls_late vision+ego,rater,479,2.515395164489746,0.05297361686825752,-0.0879225515897555,0.20486664985849262,0.14639460072412405
minADE1,cls_late vision+ego,rater credible,434,2.267263174057007,0.10827653110027313,-0.04983952676336611,0.2800969978476861,0.1649682623055261
minADE1,cls_late vision+ego,rater pre_onset,6,2.387188196182251,0.536003828048706,-0.13645261526107788,1.2488895073533057,0.6926710613071918
minADE3,cls_late vision+ego,all,106360,1.2472950220108032,-0.28202128410339355,-0.3168779358032385,-0.24109009375949292,0.03789392102187278
minADE3,cls_late vision+ego,pre_onset,1510,1.789750337600708,-0.4267699122428894,-0.6389766569124319,-0.1653847650205545,0.2367959459459387
minADE3,cls_late vision+ego,straight_yaw,46580,1.2590351104736328,-0.276824027299881,-0.3294112533366595,-0.21707848306591387,0.05616638513537281
minADE3,cls_late vision+ego,dec1-9,95724,1.002047061920166,-0.15194949507713318,-0.18462187827507592,-0.11382317294340033,0.0353993526658378
minADE3,cls_late vision+ego,dec10,10636,3.4545257091522217,-1.4526673555374146,-1.5564628175630824,-1.3655732221674728,0.09544479769780478
minADE3,cls_late vision+ego,dec1-9 pre_onset,1291,1.5755943059921265,-0.2501220107078552,-0.37987315273806216,-0.08985152948593274,0.14501081162606472
minADE3,cls_late vision+ego,rater,479,1.7860593795776367,-0.2958349883556366,-0.4114339410892403,-0.17507469769848533,0.11817962169537749
minADE3,cls_late vision+ego,rater credible,434,1.577894687652588,-0.20167365670204163,-0.3176871068003128,-0.08701498942183603,0.1153360586892384
minADE3,cls_late vision+ego,rater pre_onset,6,1.827412724494934,0.18476025760173798,0.04580405429005623,0.34997813900311786,0.1520870423565308
minADE6,cls_late vision+ego,all,106360,0.9425825476646423,-0.40370652079582214,-0.43316305121212756,-0.3733144847627404,0.029924283224693593
minADE6,cls_late vision+ego,pre_onset,1510,1.4779096841812134,-0.5299389958381653,-0.7371663981956066,-0.2549032289122488,0.2411315846416789
minADE6,cls_late vision+ego,straight_yaw,46580,0.9277172088623047,-0.43681997060775757,-0.47940178457892463,-0.39342206084327636,0.042989861867824136
minADE6,cls_late vision+ego,dec1-9,95724,0.733260452747345,-0.2588227391242981,-0.28182881921200353,-0.23425121171759783,0.023788803747202852
minADE6,cls_late vision+ego,dec10,10636,2.8264808654785156,-1.7076607942581177,-1.7970615247396746,-1.6285425149785886,0.08425950488054301
minADE6,cls_late vision+ego,dec1-9 pre_onset,1291,1.3067080974578857,-0.32806116342544556,-0.44871793471314275,-0.17627017800293626,0.13622387835510325
minADE6,cls_late vision+ego,rater,479,1.3998277187347412,-0.5100528001785278,-0.6061155541502483,-0.4146914003887418,0.09571207688075326
minADE6,cls_late vision+ego,rater credible,434,1.209183692932129,-0.4077753722667694,-0.49524601092261655,-0.3252051613383716,0.08502042479212249
minADE6,cls_late vision+ego,rater pre_onset,6,1.6380090713500977,0.11912436038255692,-0.007721424102783203,0.27341269453366596,0.14056705931822458
RFS,cls_late vision+ego,all,479,7.29186318033832,0.23605935121271115,0.046761954853252116,0.42709815704617327,0.19016810109646057
RFS,cls_late vision+ego,pre_onset,6,6.485567948702147,-0.5208683186637759,-1.6804039923605374,0.4806911979022339,1.0805475951313857
RFS,cls_late vision+ego,straight_yaw,162,7.866152007249419,-0.08182957564822202,-0.3776037968951458,0.19381887034655684,0.2857113336208513
RFS,cls_late vision+ego,dec1-9,389,7.438178252628693,0.12000016753067512,-0.09955373735867848,0.3239003281890624,0.21172703277387045
RFS,cls_late vision+ego,dec10,90,6.659456923438817,0.737692934016178,0.27846742106148487,1.2159999389630263,0.46876625895077073
RFS,cls_late vision+ego,dec1-9 pre_onset,6,6.485567948702147,-0.5208683186637759,-1.6804039923605374,0.4806911979022339,1.0805475951313857
RFS,cls_late vision+ego,rater,479,7.29186318033832,0.23605935121271115,0.046761954853252116,0.42709815704617327,0.19016810109646057
RFS,cls_late vision+ego,rater credible,434,7.416106719695458,0.26629796980542547,0.06065804525465784,0.4732553311011165,0.20629864292322933
RFS,cls_late vision+ego,rater pre_onset,6,6.485567948702147,-0.5208683186637759,-1.6804039923605374,0.4806911979022339,1.0805475951313857
RFS,cls_late vision+ego,rater q1,96,8.159486857632151,-0.557773127609727,-0.935127170244645,-0.20024885379058877,0.3674391582270281
RFS,cls_late vision+ego,rater q2,96,7.700905823658512,-0.16858061155921714,-0.5401020706152286,0.19503098368111826,0.36756652714817345
RFS,cls_late vision+ego,rater q3,95,7.480679100778971,0.6779357042197779,0.21686799064734882,1.118329580582145,0.45073079496739804
RFS,cls_late vision+ego,rater q4,96,6.546483906626094,0.49951536976016003,0.060016048690660996,0.9444274491095239,0.44220570020943145
RFS,cls_late vision+ego,rater q5,96,6.573727045500465,0.733802299929719,0.33281789354975627,1.1712609717710225,0.4192215391106331
ADE vs rater_best,cls_late vision+ego,all,479,3.2331450536714903,0.07599901440232557,-0.07288613239340229,0.2257406346739813,0.1493133835336918
ADE vs rater_best,cls_late vision+ego,pre_onset,6,3.614831288655599,0.9375790357589722,-0.09869619558254876,1.9248830477396648,1.0117896216611069
ADE vs rater_best,cls_late vision+ego,straight_yaw,162,3.153416339997892,0.3344289481087967,0.10006401577567216,0.5851379080283147,0.24253694612632126
ADE vs rater_best,cls_late vision+ego,dec1-9,389,2.780453005714634,0.18966352256795435,0.06012713602934976,0.3355205043083229,0.13769668413948657
ADE vs rater_best,cls_late vision+ego,dec10,90,5.189780683173901,-0.4152842486691144,-1.0175032943109463,0.18965321526293535,0.6035782547869408
ADE vs rater_best,cls_late vision+ego,dec1-9 pre_onset,6,3.614831288655599,0.9375790357589722,-0.09869619558254876,1.9248830477396648,1.0117896216611069
ADE vs rater_best,cls_late vision+ego,rater,479,3.2331450536714903,0.07599901440232557,-0.07288613239340229,0.2257406346739813,0.1493133835336918
ADE vs rater_best,cls_late vision+ego,rater credible,434,3.0896054782265203,0.06555931602308553,-0.085544176209527,0.22951012998054868,0.15752715309503784
ADE vs rater_best,cls_late vision+ego,rater pre_onset,6,3.614831288655599,0.9375790357589722,-0.09869619558254876,1.9248830477396648,1.0117896216611069
logged future,logged future,rater,479,8.175144927007192,,,,
logged future floored,logged future,rater,479,0.09394572025052192,,,,
