run,route,scenario,status,RC,DS,length_m,T_s,T_ref_s,dist_m,t_col,v_col,col_type,moving_s,stall_pre_stop_s,stall_pre_go_s,stall_pre_none_s,pinned_s,post_moving_s,v_moving,ep_start_n,ep_start_s,ep_start_stop_s,ep_brake_over_n,ep_brake_over_s,ep_brake_over_stop_s,ep_brake_stop_n,ep_brake_stop_s,ep_brake_stop_stop_s,ep_other_n,ep_other_s,ep_other_stop_s,pinned_throttle_s,pinned_bursts,pinned_burst_v05,pinned_burst_disp1,pinned_go_plan_share,n_moving_windows,efficiency,desired_moving_med,n_brake_over,brake_over_share,brake_over_v1_over_des,brake_over_to_stall,lat_big,lat_big_target,dist_pre_m,pace_pre,T_proj_s,pinned_abs_steer
zoo,3712,VehicleTurningRoute,Failed - Agent got blocked,53.57,33.844834,78.59,150.3,19.7,46.0,27.2,3.3,static.fence,16.2,4.4,6.6,0.1,123.0,0.1,2.7,1,0.75,0.0,6,5.5,1.0,3,4.8,3.35,0,0.0,0.0,52.2,60,0.028,0.013,0.431,37,0.811,2.45,10,0.27,0.0,6,4,1,43.9,1.62,48.6,0.597
zoo,3717,VehicleTurningRoute,Completed,100,15.132535,74.111,76.2,18.35,83.0,18.9,10.4,static.fence,24.6,3.0,4.8,0.0,43.8,13.5,3.27,1,2.45,1.5,5,4.4,1.0,1,0.9,0.5,0,0.0,0.0,28.5,24,0.482,0.199,0.61,24,0.84,3.81,9,0.375,0.0,6,2,0,42.5,2.25,33.0,0.284
zoo,3731,VehicleTurningRoutePedestrian,Completed,100,7.440237,79.252,54.3,41.1,86.5,15.3,2.4,vehicle.audi.tt,26.8,2.5,4.2,0.1,20.7,18.4,3.19,1,1.55,0.5,6,5.3,2.0,0,0.0,0.0,0,0.0,0.0,21.7,15,0.409,0.172,0.719,18,0.789,2.19,8,0.444,0.0,7,0,0,19.1,1.26,63.1,0.118
zoo,3737,VehicleTurningRoutePedestrian,Failed - TickRuntime,68.45,2.617707,73.558,200.0,52.9,56.0,28.8,2.1,vehicle.dodge.charger_2020,17.8,10.9,7.5,0.1,163.7,7.6,2.82,1,1.55,0.5,6,8.75,4.0,4,8.2,6.4,0,0.0,0.0,78.9,78,0.019,0.013,0.477,27,0.689,1.71,8,0.296,0.0,7,0,0,20.5,0.71,103.1,0.092
zoo,3749,EnterActorFlow,Completed,100,70.0,80.789,28.5,115.2,81.1,,,,16.7,7.0,4.7,0.1,0.0,0.0,4.84,1,2.5,1.55,6,9.3,5.45,0,0.0,0.0,0,0.0,0.0,0.0,0,,,,35,0.853,4.72,11,0.314,0.246,6,1,0,81.1,2.84,,
zoo,3785,MergerIntoSlowTraffic,Completed,100,16.559831,222.734,76.3,25.7,235.7,5.6,11.2,vehicle.mercedes.coupe_2020,52.8,0.5,1.0,0.1,21.8,49.0,4.44,1,1.65,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,42.2,19,0.562,0.731,0.826,7,0.956,8.95,0,0.0,,0,0,0,26.6,4.83,46.5,0.126
zoo,3813,HighwayCutIn,Completed,100,100.0,140.53,11.2,15.55,142.2,,,,9.6,0.5,1.0,0.1,0.0,0.0,14.82,1,1.55,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,,,,19,0.915,17.99,2,0.105,0.993,0,5,1,142.2,12.75,,
zoo,3865,VanillaSignalizedTurnEncounterRedLight,Failed - TickRuntime,47.84,20.0928,64.688,200.0,36.0,36.5,19.6,1.5,vehicle.ford.mustang,9.4,5.4,4.6,0.1,180.5,0.0,3.71,1,0.75,0.0,5,9.4,5.45,0,0.0,0.0,0,0.0,0.0,67.8,77,0.035,0.012,0.38,21,0.844,4.21,7,0.333,0.0,5,6,1,35.1,1.8,36.1,0.117
zoo,3869,VanillaSignalizedTurnEncounterRedLight,Failed - Agent got blocked,57.2,26.026,60.763,79.6,37.2,41.2,19.3,6.9,static.prop.mesh,10.4,4.0,5.0,0.1,60.2,0.2,3.86,1,0.8,0.0,6,8.2,3.95,0,0.0,0.0,0,0.0,0.0,18.4,23,0.034,0.011,0.317,23,0.781,4.22,6,0.261,0.0,5,6,4,39.7,2.07,29.4,0.04
zoo,3876,VanillaSignalizedTurnEncounterRedLight,Failed - Agent got blocked,39.37,16.5354,54.88,72.0,26.85,25.5,8.2,10.8,vehicle.lincoln.mkz_2020,5.8,1.0,1.6,0.0,63.6,0.2,4.15,1,1.15,0.45,1,1.4,0.5,0,0.0,0.0,0,0.0,0.0,27.5,31,0.019,0.007,0.441,12,0.846,3.55,3,0.25,0.907,1,4,1,23.2,2.87,19.3,0.149
zoo,3890,VanillaNonSignalizedTurn,Failed - TickRuntime,54.93,15.695656,64.354,200.0,6.65,40.5,34.5,1.4,vehicle.lincoln.mkz_2020,15.8,10.6,10.8,0.1,162.7,2.8,2.38,1,2.55,1.5,8,8.15,2.5,9,10.75,6.55,0,0.0,0.0,79.6,84,0.029,0.008,0.49,36,0.752,1.76,10,0.278,0.0,8,11,2,34.0,0.99,65.4,0.043
zoo,3904,VanillaNonSignalizedTurnEncounterStopsign,Failed - Agent got blocked,43.95,28.5675,58.883,79.2,10.35,29.3,17.9,11.0,traffic.speed_limit.30,8.5,5.0,5.0,0.1,60.7,0.6,3.19,1,1.55,0.5,5,8.5,4.5,0,0.0,0.0,0,0.0,0.0,29.0,31,0.03,0.025,0.49,19,0.798,2.67,6,0.316,0.0,5,4,2,25.6,1.43,41.2,0.271
zoo,3905,VanillaNonSignalizedTurnEncounterStopsign,Completed,100,53.714561,64.527,29.5,10.7,68.6,,,,19.0,5.1,5.2,0.1,0.0,0.0,3.59,1,2.55,1.5,5,3.45,0.5,3,4.45,3.1,0,0.0,0.0,0.0,0,,,,41,0.847,3.4,9,0.22,0.101,5,17,6,68.6,2.33,,
zoo,3936,SignalizedJunctionLeftTurn,Completed,100,25.900542,81.837,36.3,23.55,91.9,15.5,9.9,vehicle.chevrolet.impala,23.3,0.5,3.8,0.1,8.6,12.2,3.92,1,1.55,0.5,5,2.85,0.0,0,0.0,0.0,0,0.0,0.0,11.6,7,0.556,0.588,0.841,23,0.787,4.49,6,0.261,0.0,5,0,0,38.5,2.49,33.0,0.206
zoo,4183,SignalizedJunctionLeftTurn,Failed - TickRuntime,81.78,7.885312,71.35,200.0,13.95,68.7,15.1,4.8,vehicle.dodge.charger_2020,18.8,1.8,3.2,0.1,176.0,9.0,3.15,1,0.8,0.0,3,3.1,1.0,1,1.3,0.85,0,0.0,0.0,108.0,76,0.035,0.03,0.603,21,0.797,4.1,5,0.238,0.695,2,4,2,32.0,2.13,33.7,0.098
zoo,4468,SignalizedJunctionLeftTurn,Failed - TickRuntime,56.26,36.569,77.591,200.0,14.95,50.1,12.0,11.8,traffic.traffic_light,12.0,0.5,2.0,0.0,185.6,2.4,3.9,1,1.2,0.5,3,1.25,0.0,0,0.0,0.0,0,0.0,0.0,95.2,99,0.024,0.014,0.517,18,0.88,4.75,3,0.167,0.0,2,1,0,42.8,3.58,21.7,0.555
zoo,4669,SignalizedJunctionLeftTurn,Failed - TickRuntime,58.77,22.9203,77.641,200.0,13.65,50.8,12.2,11.4,vehicle.chevrolet.impala,12.9,0.5,2.2,0.0,184.5,3.4,3.86,1,1.45,0.5,3,1.2,0.0,0,0.0,0.0,0,0.0,0.0,82.6,99,0.021,0.005,0.448,19,0.845,5.0,4,0.211,0.131,2,3,0,42.3,3.48,22.4,0.097
zoo,4683,SignalizedJunctionLeftTurn,Failed - TickRuntime,58.37,37.9405,76.874,200.0,15.45,50.6,16.5,6.5,static.prop.mesh,12.0,2.0,2.4,0.0,183.6,0.0,4.11,1,2.5,1.5,3,1.9,0.5,0,0.0,0.0,0,0.0,0.0,78.8,95,0.033,0.005,0.435,24,0.882,4.48,5,0.208,0.263,2,9,4,49.4,3.01,25.6,0.057
zoo,4937,SignalizedJunctionRightTurn,Completed,100,9.586284,65.304,137.3,11.35,71.5,15.2,6.6,vehicle.ford.mustang,22.5,1.5,3.7,0.1,109.6,12.6,3.01,1,1.55,0.5,4,2.8,0.5,1,0.9,0.45,0,0.0,0.0,61.5,57,0.035,0.015,0.549,21,0.848,4.42,5,0.238,0.0,4,2,1,33.3,2.21,29.7,0.111
fixed,1825,ConstructionObstacleTwoWays,Failed - TickRuntime,37.91,13.102381,132.064,200.0,31.45,53.0,34.6,0.5,vehicle.dodge.charger_2020,21.7,9.2,8.2,0.1,160.8,4.6,2.26,1,0.75,0.0,14,5.15,0.5,4,11.65,8.75,0,0.0,0.0,77.8,217,0.031,0.007,0.503,37,0.8,2.3,0,0.0,,0,3,0,44.1,1.28,103.6,0.048
fixed,1833,ConstructionObstacleTwoWays,Completed,100,65.0,133.121,46.6,31.45,133.1,24.4,8.1,static.prop.constructioncone,30.2,2.9,6.6,0.0,6.8,15.4,4.37,1,1.65,0.65,7,6.5,2.0,2,1.35,0.25,0,0.0,0.0,14.2,12,0.366,0.261,0.827,29,0.845,6.04,0,0.0,,0,6,0,60.2,2.47,54.0,0.052
fixed,1852,AccidentTwoWays,Completed,100,100.0,133.12,44.6,40.9,132.5,,,,33.8,3.3,7.4,0.0,0.0,0.0,3.89,1,1.65,0.5,9,3.45,0.25,5,5.65,2.55,0,0.0,0.0,0.0,0,,,,72,0.856,5.55,0,0.0,,0,6,0,132.5,2.97,,
fixed,1956,ParkingExit,Completed,100,60.0,133.124,54.7,22.9,132.7,4.6,2.2,vehicle.mercedes.coupe_2020,33.1,1.5,2.1,0.0,18.0,32.1,3.97,1,1.8,1.0,2,1.8,0.5,0,0.0,0.0,0,0.0,0.0,32.8,39,0.225,0.043,0.802,3,0.759,4.22,0,0.0,,0,2,0,1.4,0.3,451.4,0.039
fixed,2050,SignalizedJunctionRightTurn,Completed,100,60.0,78.623,49.0,11.9,77.5,32.6,4.0,vehicle.dodge.charger_2020,22.2,10.0,9.8,0.1,6.8,9.6,3.4,1,7.4,5.5,9,12.5,4.5,0,0.0,0.0,0,0.0,0.0,9.1,11,0.252,0.093,0.855,26,0.821,4.21,0,0.0,,0,6,0,40.4,1.24,63.3,0.086
fixed,2082,OppositeVehicleRunningRedLight,Completed,100,95.191253,83.186,34.0,10.0,81.3,,,,23.6,2.2,8.3,0.0,0.0,0.0,3.42,1,2.75,1.0,11,7.35,1.0,2,0.35,0.15,0,0.0,0.0,0.0,0,,,,51,0.849,4.5,0,0.0,,0,16,0,81.3,2.39,,
fixed,2084,NonSignalizedJunctionLeftTurn,Completed,100,48.0,79.28,33.9,16.8,77.3,18.2,2.0,vehicle.mercedes.coupe_2020,22.8,2.2,4.8,0.1,4.0,11.8,3.34,1,1.45,0.0,5,5.15,2.0,2,0.5,0.2,0,0.0,0.0,10.1,5,0.238,0.387,0.964,22,0.848,3.62,0,0.0,,0,0,0,31.5,1.74,45.7,0.086
fixed,2091,NonSignalizedJunctionLeftTurn,Completed,100,25.777029,76.251,60.2,14.0,76.2,19.1,-1.5,vehicle.ford.mustang,31.6,2.2,4.6,0.1,21.7,19.5,2.33,1,4.6,2.0,12,2.1,0.0,1,0.25,0.25,0,0.0,0.0,25.7,51,0.286,0.136,0.757,25,0.824,2.39,0,0.0,,0,3,0,34.5,1.82,42.1,0.109
fixed,2115,NonSignalizedJunctionRightTurn,Completed,100,57.08785,72.172,67.8,13.95,70.3,34.2,1.8,vehicle.chevrolet.impala,32.2,8.4,9.8,0.1,17.2,16.4,2.08,1,2.85,1.5,11,5.85,2.5,5,9.55,4.35,0,0.0,0.0,22.5,39,0.562,0.372,0.778,31,0.789,2.69,0,0.0,,0,6,0,34.6,1.01,71.4,0.073
